ANZSCO_Code,ANZSCO_Title,Core_Competencies,Score,Proficiency_level,Anchor_value
253111,General Practitioner,Writing,7,Intermediate,Write a detailed literature review
253111,General Practitioner,Reading,8,High,Read and analyse information comparing the impact of downturns in the global economy on the cost of producing and selling beef
253111,General Practitioner,Learning,7,Intermediate,Effectively apply change management techniques while managing a diverse team
253111,General Practitioner,Problem solving,7,Intermediate,Evaluate a construction project and recommend changes to comply with external standards and regulations
253111,General Practitioner,Oral communication,7,Intermediate,Participate in a work meeting and ask appropriate follow up questions 
253111,General Practitioner,Planning and organising,7,Intermediate,"Write a research report that presents recommendations after developing a project methodology, planning the research and developing a timeline"
253111,General Practitioner,Initiative and innovation,7,Intermediate,Coordinate sales campaigns
253112,Resident Medical Officer,Numeracy,5,Intermediate,Create charts and graphs to accurately convey the results of a customer satisfaction survey
253112,Resident Medical Officer,Digital engagement,5,Intermediate,Build and maintain an effective online profile for career management
253112,Resident Medical Officer,Teamwork,8,High,Motivate a client and find ways to help them to stick to a healthy diet
253112,Resident Medical Officer,Writing,7,Intermediate,Write a detailed literature review
253112,Resident Medical Officer,Reading,8,High,Read and analyse information comparing the impact of downturns in the global economy on the cost of producing and selling beef
253112,Resident Medical Officer,Learning,7,Intermediate,Effectively apply change management techniques while managing a diverse team
253112,Resident Medical Officer,Problem solving,7,Intermediate,Evaluate a construction project and recommend changes to comply with external standards and regulations
253112,Resident Medical Officer,Oral communication,7,Intermediate,Participate in a work meeting and ask appropriate follow up questions 
253112,Resident Medical Officer,Planning and organising,7,Intermediate,"Write a research report that presents recommendations after developing a project methodology, planning the research and developing a timeline"
253112,Resident Medical Officer,Initiative and innovation,7,Intermediate,Coordinate sales campaigns
253317,Intensive Care Specialist,Numeracy,6,Intermediate,Calculate the square footage of a new home under construction based on plans using scales and ratios
253317,Intensive Care Specialist,Digital engagement,5,Intermediate,Build and maintain an effective online profile for career management
253317,Intensive Care Specialist,Teamwork,8,High,Motivate a client and find ways to help them to stick to a healthy diet
253317,Intensive Care Specialist,Writing,7,Intermediate,Write a detailed literature review
253317,Intensive Care Specialist,Reading,8,High,Read and analyse information comparing the impact of downturns in the global economy on the cost of producing and selling beef
253317,Intensive Care Specialist,Learning,7,Intermediate,Effectively apply change management techniques while managing a diverse team
253317,Intensive Care Specialist,Problem solving,7,Intermediate,Evaluate a construction project and recommend changes to comply with external standards and regulations
253317,Intensive Care Specialist,Oral communication,7,Intermediate,Participate in a work meeting and ask appropriate follow up questions 
253317,Intensive Care Specialist,Planning and organising,8,High,"Develop a program of multiple live musical performances, special events and sports carnivals throughout the year at a sports club venue and coordinate volunteers, staff and contractors to deliver the events"
253317,Intensive Care Specialist,Initiative and innovation,7,Intermediate,Coordinate sales campaigns
253318,Neurologist,Numeracy,6,Intermediate,Calculate the square footage of a new home under construction based on plans using scales and ratios
253318,Neurologist,Digital engagement,7,Intermediate,Write software for keeping track of items in an inventory
253318,Neurologist,Teamwork,8,High,Motivate a client and find ways to help them to stick to a healthy diet
253318,Neurologist,Writing,7,Intermediate,Write a detailed literature review
253318,Neurologist,Reading,9,High,Read a scientific journal article describing surgical procedures
253318,Neurologist,Learning,8,High,Develop and implement a new business strategy based on changing market conditions
253318,Neurologist,Problem solving,8,High,Examine records and data to investigate and prosecute corporate criminals
253318,Neurologist,Oral communication,7,Intermediate,Participate in a work meeting and ask appropriate follow up questions 
253318,Neurologist,Planning and organising,9,High,Prioritise and plan multiple complex tasks several months ahead
253318,Neurologist,Initiative and innovation,8,High,Negotiate a price and sales terms then prepare a contract for a house
253321,Paediatrician,Numeracy,5,Intermediate,Create charts and graphs to accurately convey the results of a customer satisfaction survey
253321,Paediatrician,Digital engagement,5,Intermediate,Build and maintain an effective online profile for career management
253321,Paediatrician,Teamwork,8,High,Motivate a client and find ways to help them to stick to a healthy diet
253321,Paediatrician,Writing,7,Intermediate,Write a detailed literature review
253321,Paediatrician,Reading,8,High,Read and analyse information comparing the impact of downturns in the global economy on the cost of producing and selling beef
253321,Paediatrician,Learning,7,Intermediate,Effectively apply change management techniques while managing a diverse team
253321,Paediatrician,Problem solving,6,Intermediate,Redesign a floor layout to take advantage of new manufacturing techniques
253321,Paediatrician,Oral communication,7,Intermediate,Participate in a work meeting and ask appropriate follow up questions 
253321,Paediatrician,Planning and organising,6,Intermediate,Plan and organise your own activities as requirements change
